entrez_gene_id	symbol	description	gene_type	mean_expression	stdev_expression
140688	NOL4L	nucleolar protein 4 like	protein-coding	9.454	1.06
140689	CBLN4	cerebellin 4 precursor	protein-coding	2.582	2.359
140690	CTCFL	CCCTC-binding factor like	protein-coding	3.807	1.595
140691	TRIM69	tripartite motif containing 69	protein-coding	4.245	1.34
140699	MROH8	maestro heat like repeat family member 8	protein-coding	4.564	1.359
1407	CRY1	cryptochrome circadian regulator 1	protein-coding	8.743	0.69
140700	SAMD10	sterile alpha motif domain containing 10	protein-coding	7.525	1.041
140701	ABHD16B	abhydrolase domain containing 16B	protein-coding	6.855	0.9522
140706	CCM2L	CCM2 like scaffold protein	protein-coding	5.821	1.283
140707	BRI3BP	BRI3 binding protein	protein-coding	6.828	1.1
140710	SOGA1	suppressor of glucose, autophagy associated 1	protein-coding	8.366	1.125
140711	TLDC2	TBC/LysM-associated domain containing 2	protein-coding	4.903	1.716
140730	RIMS4	regulating synaptic membrane exocytosis 4	protein-coding	4.704	3.245
140732	SUN5	Sad1 and UNC84 domain containing 5	protein-coding	0.004759	0.09734
140733	MACROD2	MACRO domain containing 2	protein-coding	6.274	1.979
140735	DYNLL2	dynein light chain LC8-type 2	protein-coding	10.57	0.7744
140738	TMEM37	transmembrane protein 37	protein-coding	7.84	2.02
140739	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	protein-coding	9.324	0.5424
140766	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	protein-coding	6.037	2.03
140767	NRSN1	neurensin 1	protein-coding	1.738	2.773
140771	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)	ncRNA	0.8858	0.9784
140775	SMCR8	Smith-Magenis syndrome chromosome region, candidate 8	protein-coding	9.592	0.7204
1408	CRY2	cryptochrome circadian regulator 2	protein-coding	9.785	0.9356
140801	RPL10L	ribosomal protein L10 like	protein-coding	0.4243	1.153
140803	TRPM6	transient receptor potential cation channel subfamily M member 6	protein-coding	3.724	1.923
140807	KRT72	keratin 72	protein-coding	0.5783	1.041
140809	SRXN1	sulfiredoxin 1	protein-coding	10.23	1.14
140823	ROMO1	reactive oxygen species modulator 1	protein-coding	10.06	0.9239
140825	NEURL2	neuralized E3 ubiquitin protein ligase 2	protein-coding	5.146	1.12
140828	LINC00261	long intergenic non-protein coding RNA 261	ncRNA	3.004	3.819
140831	ZSWIM3	zinc finger SWIM-type containing 3	protein-coding	6.827	0.6745
140832	WFDC10A	WAP four-disulfide core domain 10A	protein-coding	0.1841	0.5218
140836	BANF2	barrier to autointegration factor 2	protein-coding	0.1778	0.5884
140838	NANP	N-acetylneuraminic acid phosphatase	protein-coding	7.499	0.6622
140850	DEFB127	defensin beta 127	protein-coding	0.01034	0.1259
140856	SCP2D1	SCP2 sterol binding domain containing 1	protein-coding	0.008399	0.1099
140862	ISM1	isthmin 1	protein-coding	5.982	2.194
140870	WFDC6	WAP four-disulfide core domain 6	protein-coding	0.3504	1.006
140873	C20orf173	chromosome 20 open reading frame 173	protein-coding	0.1254	0.3576
140875	LINC00028	long intergenic non-protein coding RNA 28	ncRNA	0.2124	0.4324
140876	RIPOR3	RIPOR family member 3	protein-coding	5.568	1.832
140880	CST11	cystatin 11	protein-coding	0.0893	0.3802
140881	DEFB129	defensin beta 129	protein-coding	0.02508	0.1855
140883	ZNF280B	zinc finger protein 280B	protein-coding	5.163	2.116
140885	SIRPA	signal regulatory protein alpha	protein-coding	10.29	1.509
140886	PABPC5	poly(A) binding protein cytoplasmic 5	protein-coding	3.916	1.911
140890	SREK1	splicing regulatory glutamic acid and lysine rich protein 1	protein-coding	10.17	0.5932
140893	RBBP8NL	RBBP8 N-terminal like	protein-coding	4.841	3.283
140894	CNBD2	cyclic nucleotide binding domain containing 2	protein-coding	1.451	0.9732
1409	CRYAA	crystallin alpha A	protein-coding	0.9548	1.865
140901	STK35	serine/threonine kinase 35	protein-coding	10.05	0.6939
140902	R3HDML	R3H domain containing like	protein-coding	0.5577	1.142
140947	DCANP1	dendritic cell associated nuclear protein	protein-coding	3.177	1.846
141	ADPRH	ADP-ribosylarginine hydrolase	protein-coding	7.737	1.007
1410	CRYAB	crystallin alpha B	protein-coding	9.545	3.103
1411	CRYBA1	crystallin beta A1	protein-coding	0.1828	0.4131
1412	CRYBA2	crystallin beta A2	protein-coding	1.296	2.04
1413	CRYBA4	crystallin beta A4	protein-coding	0.7735	1.118
1414	CRYBB1	crystallin beta B1	protein-coding	2.657	1.605
1415	CRYBB2	crystallin beta B2	protein-coding	1.753	1.22
1417	CRYBB3	crystallin beta B3	protein-coding	1.426	1.242
1418	CRYGA	crystallin gamma A	protein-coding	0.09161	0.3943
1419	CRYGB	crystallin gamma B	protein-coding	0.05506	0.4015
142	PARP1	poly(ADP-ribose) polymerase 1	protein-coding	11.87	0.7329
1420	CRYGC	crystallin gamma C	protein-coding	0.08095	0.4112
1421	CRYGD	crystallin gamma D	protein-coding	0.2658	0.922
142678	MIB2	mindbomb E3 ubiquitin protein ligase 2	protein-coding	9.141	0.8893
142679	DUSP19	dual specificity phosphatase 19	protein-coding	6.195	0.9488
142680	SLC34A3	solute carrier family 34 member 3	protein-coding	2.744	1.549
142683	ITLN2	intelectin 2	protein-coding	1.383	2.054
142684	RAB40A	RAB40A, member RAS oncogene family	protein-coding	2.77	1.294
142685	ASB15	ankyrin repeat and SOCS box containing 15	protein-coding	0.2811	0.7414
142686	ASB14	ankyrin repeat and SOCS box containing 14	protein-coding	3.135	0.8648
142689	ASB12	ankyrin repeat and SOCS box containing 12	protein-coding	1.842	1.341
1427	CRYGS	crystallin gamma S	protein-coding	4.151	1.321
1428	CRYM	crystallin mu	protein-coding	5.158	3.151
142827	ACSM6	acyl-CoA synthetase medium chain family member 6	protein-coding	0.45	1.233
142891	SAMD8	sterile alpha motif domain containing 8	protein-coding	6.418	1.026
1429	CRYZ	crystallin zeta	protein-coding	9.644	1.296
142910	LIPJ	lipase family member J	protein-coding	0.3825	0.6261
142913	CFL1P1	cofilin 1 pseudogene 1	pseudo	1.244	0.8793
142940	TRUB1	TruB pseudouridine synthase family member 1	protein-coding	8.883	0.7044
143	PARP4	poly(ADP-ribose) polymerase family member 4	protein-coding	10.72	0.8957
143098	MPP7	membrane palmitoylated protein 7	protein-coding	7.947	2.143
1431	CS	citrate synthase	protein-coding	11.81	0.5359
143162	FRMPD2	FERM and PDZ domain containing 2	protein-coding	1.853	1.948
143187	VTI1A	vesicle transport through interaction with t-SNAREs 1A	protein-coding	8.494	0.4437
1432	MAPK14	mitogen-activated protein kinase 14	protein-coding	10.37	0.5343
143241	DYDC1	DPY30 domain containing 1	protein-coding	0.5538	1.072
143244	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	protein-coding	10.63	0.728
143279	HECTD2	HECT domain E3 ubiquitin protein ligase 2	protein-coding	7.521	1.117
143282	FGFBP3	fibroblast growth factor binding protein 3	protein-coding	5.37	1.524
143379	C10orf82	chromosome 10 open reading frame 82	protein-coding	2.412	2.45
143384	CACUL1	CDK2 associated cullin domain 1	protein-coding	10.27	0.5449
1434	CSE1L	chromosome segregation 1 like	protein-coding	11.21	0.7336
143425	SYT9	synaptotagmin 9	protein-coding	2.981	2.881
143458	LDLRAD3	low density lipoprotein receptor class A domain containing 3	protein-coding	7.843	1.799
143471	PSMA8	proteasome subunit alpha 8	protein-coding	0.5465	0.9708
143496	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)	protein-coding	0.02116	0.1457
1435	CSF1	colony stimulating factor 1	protein-coding	8.724	1.309
143501	C11orf40	chromosome 11 open reading frame 40	protein-coding	0.00121	0.03088
143502	OR52I2	olfactory receptor family 52 subfamily I member 2	protein-coding	0.07546	0.2753
143503	OR51E1	olfactory receptor family 51 subfamily E member 1	protein-coding	4.329	2.299
143570	XRRA1	X-ray radiation resistance associated 1	protein-coding	8.678	0.6734
1436	CSF1R	colony stimulating factor 1 receptor	protein-coding	9.639	1.574
143630	UBQLNL	ubiquilin like	protein-coding	2.925	1.291
143662	MUC15	mucin 15, cell surface associated	protein-coding	3.967	3.739
143666	LOC143666	uncharacterized LOC143666	ncRNA	4.719	1.237
143678	C11orf94	chromosome 11 open reading frame 94	protein-coding	0.0756	0.2275
143684	FAM76B	family with sequence similarity 76 member B	protein-coding	8.132	0.6675
143686	SESN3	sestrin 3	protein-coding	6.665	1.851
143689	PIWIL4	piwi like RNA-mediated gene silencing 4	protein-coding	5.147	1.591
1437	CSF2	colony stimulating factor 2	protein-coding	1.698	2.05
1438	CSF2RA	colony stimulating factor 2 receptor alpha subunit	protein-coding	6.62	1.649
143872	ARHGAP42	Rho GTPase activating protein 42	protein-coding	7.201	1.379
143879	KBTBD3	kelch repeat and BTB domain containing 3	protein-coding	6.501	0.8457
143884	CWF19L2	CWF19 like 2, cell cycle control (S. pombe)	protein-coding	8.2	0.6398
143888	KDELC2	KDEL motif containing 2	protein-coding	9.656	1.014
1439	CSF2RB	colony stimulating factor 2 receptor beta common subunit	protein-coding	7.355	1.67
143903	LAYN	layilin	protein-coding	6.996	1.473
143941	TTC36	tetratricopeptide repeat domain 36	protein-coding	1.526	1.995
1440	CSF3	colony stimulating factor 3	protein-coding	2.717	2.732
144097	SPINDOC	spindlin interactor and repressor of chromatin binding	protein-coding	8.891	0.8262
1441	CSF3R	colony stimulating factor 3 receptor	protein-coding	7.189	1.764
144100	PLEKHA7	pleckstrin homology domain containing A7	protein-coding	8.423	1.405
144108	SPTY2D1	SPT2 chromatin protein domain containing 1	protein-coding	9.47	0.703
144110	TMEM86A	transmembrane protein 86A	protein-coding	7.595	1.095
144124	OR10A5	olfactory receptor family 10 subfamily A member 5	protein-coding	0.03273	0.2043
144125	OR2AG1	olfactory receptor family 2 subfamily AG member 1 (gene/pseudogene)	protein-coding	0.01793	0.115
144132	DNHD1	dynein heavy chain domain 1	protein-coding	7.071	1.098
144165	PRICKLE1	prickle planar cell polarity protein 1	protein-coding	7.574	1.875
144193	AMDHD1	amidohydrolase domain containing 1	protein-coding	3.694	2.369
144195	SLC2A14	solute carrier family 2 member 14	protein-coding	4.069	1.648
1442	CSH1	chorionic somatomammotropin hormone 1	protein-coding	0.07428	0.6091
144233	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	protein-coding	7.463	0.5826
144245	ALG10B	ALG10B, alpha-1,2-glucosyltransferase	protein-coding	7.891	0.8701
1443	CSH2	chorionic somatomammotropin hormone 2	protein-coding	0.1538	0.697
144321	GLIPR1L2	GLIPR1 like 2	protein-coding	3.622	1.513
144347	RFLNA	refilin A	protein-coding	5.485	2.655
144348	ZNF664	zinc finger protein 664	protein-coding	11.64	0.7177
144363	ETFRF1	electron transfer flavoprotein regulatory factor 1	protein-coding	8.264	0.8924
1444	CSHL1	chorionic somatomammotropin hormone like 1	protein-coding	0.02114	0.213
144402	CPNE8	copine 8	protein-coding	7.432	1.583
144404	TMEM120B	transmembrane protein 120B	protein-coding	8.773	0.6623
144406	WDR66	WD repeat domain 66	protein-coding	6.195	2.413
144423	GLT1D1	glycosyltransferase 1 domain containing 1	protein-coding	3.946	2.322
144448	TSPAN19	tetraspanin 19	protein-coding	0.7607	1.473
144453	BEST3	bestrophin 3	protein-coding	2.395	2.69
144455	E2F7	E2F transcription factor 7	protein-coding	6.154	2.165
144486	CEP83-DT	CEP83 divergent transcript	ncRNA	3.463	1.035
1445	CSK	C-terminal Src kinase	protein-coding	10.68	0.6574
144501	KRT80	keratin 80	protein-coding	7.636	3.236
144568	A2ML1	alpha-2-macroglobulin like 1	protein-coding	3.979	4.148
144571	A2M-AS1	A2M antisense RNA 1	ncRNA	4.797	1.229
144577	C12orf66	chromosome 12 open reading frame 66	protein-coding	6.785	0.7383
1446	CSN1S1	casein alpha s1	protein-coding	0.1487	0.7377
144608	C12orf60	chromosome 12 open reading frame 60	protein-coding	4.548	1.037
144699	FBXL14	F-box and leucine rich repeat protein 14	protein-coding	9.41	0.6488
1447	CSN2	casein beta	protein-coding	0.1389	0.696
144715	RAD9B	RAD9 checkpoint clamp component B	protein-coding	4.79	0.7642
144717	PHETA1	PH domain containing endocytic trafficking adaptor 1	protein-coding	8.709	0.8764
144742	LINC00934	long intergenic non-protein coding RNA 934	ncRNA	0.1021	0.3668
144776	LINC00410	long intergenic non-protein coding RNA 410	ncRNA	0.04556	0.3208
1448	CSN3	casein kappa	protein-coding	0.2335	1.025
144809	FAM216B	family with sequence similarity 216 member B	protein-coding	1.425	2.157
144811	LACC1	laccase domain containing 1	protein-coding	7.633	1.003
144983	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2	protein-coding	11.21	0.5548
145165	ST13P4	ST13, Hsp70 interacting protein pseudogene 4	pseudo	8.314	0.5478
145173	B3GLCT	beta 3-glucosyltransferase	protein-coding	8.091	0.8469
1452	CSNK1A1	casein kinase 1 alpha 1	protein-coding	12.28	0.5603
145200	LINC00239	long intergenic non-protein coding RNA 239	ncRNA	2.266	1.553
145226	RDH12	retinol dehydrogenase 12	protein-coding	3.481	2.17
145241	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	pseudo	0.8865	0.8791
145258	GSC	goosecoid homeobox	protein-coding	2.908	2.079
145264	SERPINA12	serpin family A member 12	protein-coding	0.6553	1.396
145270	PRIMA1	proline rich membrane anchor 1	protein-coding	5.075	2.856
145282	MIPOL1	mirror-image polydactyly 1	protein-coding	6.083	1.414
1453	CSNK1D	casein kinase 1 delta	protein-coding	11.82	0.424
145376	PPP1R36	protein phosphatase 1 regulatory subunit 36	protein-coding	3.291	1.84
145389	SLC38A6	solute carrier family 38 member 6	protein-coding	7.255	0.7363
1454	CSNK1E	casein kinase 1 epsilon	protein-coding	11.13	0.6859
145407	ARMH4	armadillo-like helical domain containing 4	protein-coding	5.949	1.626
145447	ABHD12B	abhydrolase domain containing 12B	protein-coding	2.045	2.062
145474	LOC145474	uncharacterized LOC145474	ncRNA	0.323	0.6033
145482	PTGR2	prostaglandin reductase 2	protein-coding	8.181	0.9375
145483	FAM161B	family with sequence similarity 161 member B	protein-coding	6.12	1.314
145497	LRRC74A	leucine rich repeat containing 74A	protein-coding	0.2579	0.5105
1455	CSNK1G2	casein kinase 1 gamma 2	protein-coding	10.37	0.6009
145501	ISM2	isthmin 2	protein-coding	2.495	2.1
145508	CEP128	centrosomal protein 128	protein-coding	6.42	1.014
145553	MDP1	magnesium dependent phosphatase 1	protein-coding	7.547	0.7305
145567	TTC7B	tetratricopeptide repeat domain 7B	protein-coding	8.518	1.106
145581	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	protein-coding	3.337	2.285
1456	CSNK1G3	casein kinase 1 gamma 3	protein-coding	9.247	0.5341
145624	PWAR1	Prader Willi/Angelman region RNA 1	ncRNA	0.8766	0.9789
145645	TERB2	telomere repeat binding bouquet formation protein 2	protein-coding	0.1584	0.6805
1457	CSNK2A1	casein kinase 2 alpha 1	protein-coding	10.34	0.558
145741	C2CD4A	C2 calcium dependent domain containing 4A	protein-coding	4.971	2.859
145748	LYSMD4	LysM domain containing 4	protein-coding	7.639	0.8476
145773	FAM81A	family with sequence similarity 81 member A	protein-coding	5.834	1.756
145781	GCOM1	GRINL1A complex locus 1	protein-coding	6.152	2.13
145783	LOC145783	uncharacterized LOC145783	ncRNA	5.099	0.9697
145814	PGPEP1L	pyroglutamyl-peptidase I like	protein-coding	0.6778	1.072
145820	LINC00924	long intergenic non-protein coding RNA 924	ncRNA	3.041	1.787
145837	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration	ncRNA	3.608	2.721
145845	LOC145845	uncharacterized LOC145845	ncRNA	0.1885	0.5769
145853	C15orf61	chromosome 15 open reading frame 61	protein-coding	6.987	0.721
145858	C15orf32	chromosome 15 open reading frame 32	protein-coding	0.1231	0.4174
145864	HAPLN3	hyaluronan and proteoglycan link protein 3	protein-coding	7.841	1.826
145873	MESP2	mesoderm posterior bHLH transcription factor 2	protein-coding	3.356	1.816
1459	CSNK2A2	casein kinase 2 alpha 2	protein-coding	9.061	0.5678
145942	TMCO5A	transmembrane and coiled-coil domains 5A	protein-coding	0.08058	0.3644
145946	SPATA8	spermatogenesis associated 8	protein-coding	0.2997	0.693
145957	NRG4	neuregulin 4	protein-coding	2.533	1.92
145978	LINC00052	long intergenic non-protein coding RNA 52	ncRNA	0.4518	1.303
146	ADRA1D	adrenoceptor alpha 1D	protein-coding	2.678	1.813
1460	CSNK2B	casein kinase 2 beta	protein-coding	11.53	0.5501
146050	ZSCAN29	zinc finger and SCAN domain containing 29	protein-coding	8.744	0.5688
146057	TTBK2	tau tubulin kinase 2	protein-coding	6.293	1.264
146059	CDAN1	codanin 1	protein-coding	8.518	0.5884
146167	SLC38A8	solute carrier family 38 member 8	protein-coding	0.6522	1.322
146177	VWA3A	von Willebrand factor A domain containing 3A	protein-coding	2.06	2.171
146183	OTOA	otoancorin	protein-coding	3.526	1.438
146198	ZFP90	ZFP90 zinc finger protein	protein-coding	9.01	0.6719
1462	VCAN	versican	protein-coding	10.93	2.337
146206	CARMIL2	capping protein regulator and myosin 1 linker 2	protein-coding	5.404	2.062
146212	KCTD19	potassium channel tetramerization domain containing 19	protein-coding	1.541	1.336
146223	CMTM4	CKLF like MARVEL transmembrane domain containing 4	protein-coding	10.12	1.3
146225	CMTM2	CKLF like MARVEL transmembrane domain containing 2	protein-coding	2.129	1.2
146227	BEAN1	brain expressed associated with NEDD4 1	protein-coding	4.486	1.973
146279	TEKT5	tektin 5	protein-coding	1.698	1.393
1463	NCAN	neurocan	protein-coding	2.132	3.601
146310	RNF151	ring finger protein 151	protein-coding	0.3005	0.4821
146325	PRR35	proline rich 35	protein-coding	0.4041	1.006
146330	FBXL16	F-box and leucine rich repeat protein 16	protein-coding	7.298	2.572
146336	SSTR5-AS1	SSTR5 antisense RNA 1	ncRNA	1.819	2.441
146378	C16orf92	chromosome 16 open reading frame 92	protein-coding	0.2589	0.6747
146395	GSG1L	GSG1 like	protein-coding	1.795	2.495
1464	CSPG4	chondroitin sulfate proteoglycan 4	protein-coding	9.403	1.818
146433	IL34	interleukin 34	protein-coding	6.366	1.568
146434	ZNF597	zinc finger protein 597	protein-coding	5.301	1.09
146439	BICDL2	BICD family like cargo adaptor 2	protein-coding	6.86	3.425
146456	TMED6	transmembrane p24 trafficking protein 6	protein-coding	3.175	1.997
146481	FRG2DP	FSHD region gene 2 family member D, pseudogene	pseudo	0.2641	1.074
1465	CSRP1	cysteine and glycine rich protein 1	protein-coding	12.21	1.103
146512	FLJ30679	uncharacterized protein FLJ30679	ncRNA	0.8125	0.8105
146540	ZNF785	zinc finger protein 785	protein-coding	7.683	0.7823
146542	ZNF688	zinc finger protein 688	protein-coding	7.847	0.8126
146547	PRSS36	serine protease 36	protein-coding	5.021	1.074
146556	C16orf89	chromosome 16 open reading frame 89	protein-coding	5.232	3.596
146562	C16orf71	chromosome 16 open reading frame 71	protein-coding	3.908	1.421
1466	CSRP2	cysteine and glycine rich protein 2	protein-coding	8.555	1.6
146664	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	protein-coding	4.059	2.629
146691	TOM1L2	target of myb1 like 2 membrane trafficking protein	protein-coding	10.41	1.007
146705	TEPSIN	TEPSIN, adaptor related protein complex 4 accessory protein	protein-coding	8.626	0.7073
146712	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	protein-coding	6.523	0.8733
146713	RBFOX3	RNA binding fox-1 homolog 3	protein-coding	2.398	2.527
146722	CD300LF	CD300 molecule like family member f	protein-coding	5.307	1.619
146723	C17orf77	chromosome 17 open reading frame 77	protein-coding	0.5711	1.422
146754	DNAH2	dynein axonemal heavy chain 2	protein-coding	4.573	2.455
146760	RTN4RL1	reticulon 4 receptor like 1	protein-coding	5.758	2.442
146771	TCAM1P	testicular cell adhesion molecule 1, pseudogene	pseudo	2.163	2.302
146779	EFCAB3	EF-hand calcium binding domain 3	protein-coding	0.7111	0.8255
1468	SLC25A10	solute carrier family 25 member 10	protein-coding	9.569	1.323
146802	SLC47A2	solute carrier family 47 member 2	protein-coding	2.85	2.504
146822	CDRT15	CMT1A duplicated region transcript 15	protein-coding	0.1322	0.3588
146845	CFAP52	cilia and flagella associated protein 52	protein-coding	2.064	1.766
146849	CCDC42	coiled-coil domain containing 42	protein-coding	0.6316	0.8076
146850	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	protein-coding	4.893	1.392
146852	ODF4	outer dense fiber of sperm tails 4	protein-coding	0.216	0.5712
146853	C17orf50	chromosome 17 open reading frame 50	protein-coding	1.14	1.121
146857	SLFN13	schlafen family member 13	protein-coding	7.759	2.12
146861	SLC35G3	solute carrier family 35 member G3	protein-coding	0.3113	0.7668
146862	UNC45B	unc-45 myosin chaperone B	protein-coding	1.55	1.639
146880	ARHGAP27P1	Rho GTPase activating protein 27 pseudogene 1	pseudo	8.428	0.9409
146894	CD300LG	CD300 molecule like family member g	protein-coding	2.474	2.189
1469	CST1	cystatin SN	protein-coding	4.77	3.922
146909	KIF18B	kinesin family member 18B	protein-coding	7.348	2.102
146923	RUNDC1	RUN domain containing 1	protein-coding	9.239	0.6362
146956	EME1	essential meiotic structure-specific endonuclease 1	protein-coding	5.966	1.539
147	ADRA1B	adrenoceptor alpha 1B	protein-coding	3.978	2.223
1470	CST2	cystatin SA	protein-coding	2.808	2.55
147007	TMEM199	transmembrane protein 199	protein-coding	8.925	0.4353
147011	PROCA1	protein interacting with cyclin A1	protein-coding	4.638	1.28
147015	DHRS13	dehydrogenase/reductase 13	protein-coding	8.221	1.127
147040	KCTD11	potassium channel tetramerization domain containing 11	protein-coding	9.042	0.9827
147081	LINC02210	long intergenic non-protein coding RNA 2210	ncRNA	5.84	1.145
1471	CST3	cystatin C	protein-coding	12.7	1.09
147111	NOTUM	notum, palmitoleoyl-protein carboxylesterase	protein-coding	3.957	2.953
147138	TMC8	transmembrane channel like 8	protein-coding	7.95	1.489
147166	TRIM16L	tripartite motif containing 16 like	protein-coding	7.415	1.434
147172	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1	pseudo	8.734	0.6201
147179	WIPF2	WAS/WASL interacting protein family member 2	protein-coding	10.06	0.7384
147183	KRT25	keratin 25	protein-coding	0.2061	0.7797
147184	TMEM99	transmembrane protein 99	protein-coding	8.093	0.9169
147199	SCGB1C1	secretoglobin family 1C member 1	protein-coding	0.1203	0.5031
1472	CST4	cystatin S	protein-coding	2.169	2.455
1473	CST5	cystatin D	protein-coding	1.09	1.81
147323	STARD6	StAR related lipid transfer domain containing 6	protein-coding	0.1628	0.3737
147339	C18orf25	chromosome 18 open reading frame 25	protein-coding	9.158	0.5831
147372	CCBE1	collagen and calcium binding EGF domains 1	protein-coding	2.921	2.235
147381	CBLN2	cerebellin 2 precursor	protein-coding	2.336	2.491
1474	CST6	cystatin E/M	protein-coding	4.453	3.286
147407	SLC25A52	solute carrier family 25 member 52	protein-coding	2.637	0.7509
147409	DSG4	desmoglein 4	protein-coding	0.8168	1.405
147429	AQP4-AS1	AQP4 antisense RNA 1	ncRNA	1.642	1.902
147463	ANKRD29	ankyrin repeat domain 29	protein-coding	5.784	2.056
147495	APCDD1	APC down-regulated 1	protein-coding	8.78	2.069
1475	CSTA	cystatin A	protein-coding	6.824	3.158
147525	LINC00526	long intergenic non-protein coding RNA 526	ncRNA	5.7	1.241
1476	CSTB	cystatin B	protein-coding	12.01	1.268
147645	VSIG10L	V-set and immunoglobulin domain containing 10 like	protein-coding	6.346	1.635
147650	SPACA6	sperm acrosome associated 6	protein-coding	5.608	1.458
147657	ZNF480	zinc finger protein 480	protein-coding	8.463	0.7633
147658	ZNF534	zinc finger protein 534	protein-coding	2.899	1.07
147660	ZNF578	zinc finger protein 578	protein-coding	4.908	2
147685	C19orf18	chromosome 19 open reading frame 18	protein-coding	3.002	1.477
147686	ZNF418	zinc finger protein 418	protein-coding	5.42	1.922
147687	ZNF417	zinc finger protein 417	protein-coding	7.055	0.8466
147694	ZNF548	zinc finger protein 548	protein-coding	7.86	0.7184
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	protein-coding	4.057	1.674
1477	CSTF1	cleavage stimulation factor subunit 1	protein-coding	9.357	0.4533
147700	KLC3	kinesin light chain 3	protein-coding	5.812	2.431
147719	LYPD4	LY6/PLAUR domain containing 4	protein-coding	0.2218	0.6071
147727	ILF3-DT	ILF3 divergent tranacript	ncRNA	8.881	0.9457
147741	ZNF560	zinc finger protein 560	protein-coding	1.402	2.346
147744	TMEM190	transmembrane protein 190	protein-coding	1.275	1.874
147746	HIPK4	homeodomain interacting protein kinase 4	protein-coding	2.006	1.165
147798	TMC4	transmembrane channel like 4	protein-coding	8.841	2.949
1478	CSTF2	cleavage stimulation factor subunit 2	protein-coding	8.569	0.7369
147804	TPM3P9	tropomyosin 3 pseudogene 9	pseudo	7.085	1.111
147807	ZNF524	zinc finger protein 524	protein-coding	8.243	0.8851
147808	ZNF784	zinc finger protein 784	protein-coding	7.377	0.7246
147837	ZNF563	zinc finger protein 563	protein-coding	5.895	1.065
147841	SPC24	SPC24, NDC80 kinetochore complex component	protein-coding	4.3	1.799
147872	CCDC155	coiled-coil domain containing 155	protein-coding	0.9684	1.471
1479	CSTF3	cleavage stimulation factor subunit 3	protein-coding	9.331	0.4691
147906	DACT3	dishevelled binding antagonist of beta catenin 3	protein-coding	6.664	1.893
147912	SIX5	SIX homeobox 5	protein-coding	8.948	1.086
147920	IGFL2	IGF like family member 2	protein-coding	2.879	2.701
147923	ZNF420	zinc finger protein 420	protein-coding	6.689	1.109
147929	ZNF565	zinc finger protein 565	protein-coding	5.973	0.6
147945	NLRP4	NLR family pyrin domain containing 4	protein-coding	0.8763	1.521
147947	ZNF542P	zinc finger protein 542, pseudogene	pseudo	7.659	1.67
147948	ZNF582	zinc finger protein 582	protein-coding	4.824	1.618
147949	ZNF583	zinc finger protein 583	protein-coding	5.686	1.275
147965	FAM98C	family with sequence similarity 98 member C	protein-coding	8.018	0.6991
147968	CAPN12	calpain 12	protein-coding	7.185	1.855
147991	DPY19L3	dpy-19 like C-mannosyltransferase 3	protein-coding	8.061	1.279
148	ADRA1A	adrenoceptor alpha 1A	protein-coding	1.748	2.08
148014	TTC9B	tetratricopeptide repeat domain 9B	protein-coding	1.189	1.905
148022	TICAM1	toll like receptor adaptor molecule 1	protein-coding	9.186	0.8028
148046	CIRBP-AS1	CIRBP antisense RNA 1	ncRNA	4.332	0.9111
148066	ZNRF4	zinc and ring finger 4	protein-coding	0.07675	0.3382
148103	ZNF599	zinc finger protein 599	protein-coding	6.464	0.871
148109	FAM187B	family with sequence similarity 187 member B	protein-coding	0.3246	0.5307
148113	CILP2	cartilage intermediate layer protein 2	protein-coding	5.542	2.444
148137	PROSER3	proline and serine rich 3	protein-coding	6.361	0.919
148145	LINC00906	long intergenic non-protein coding RNA 906	ncRNA	0.6656	1.521
148156	ZNF558	zinc finger protein 558	protein-coding	8.381	0.8013
148170	CDC42EP5	CDC42 effector protein 5	protein-coding	6.568	2.029
148189	LINC00662	long intergenic non-protein coding RNA 662	ncRNA	5.68	1.007
148198	ZNF98	zinc finger protein 98	protein-coding	2.1	1.946
1482	NKX2-5	NK2 homeobox 5	protein-coding	1.455	2.377
148203	ZNF738	zinc finger protein 738	protein-coding	7.303	1.229
148206	ZNF714	zinc finger protein 714	protein-coding	7.068	1.453
148213	ZNF681	zinc finger protein 681	protein-coding	6.275	1.697
148223	C19orf25	chromosome 19 open reading frame 25	protein-coding	9.014	0.7672
148229	ATP8B3	ATPase phospholipid transporting 8B3	protein-coding	5.196	1.64
